Column1;;;;;;;;;;
"brown bottle poured into S. Smith pint glass		A - appearance is great, pours as thick as oil and makes a head (well, condsidering I poured it about a half foot about the glass) there is quite ample is great lacing all over. the head is a dark tan color. the body is black and opaque, no way in hell of getting around that.		S - there is a good amount of coffee and bitter chocolate up in front, along with a spicy alcohol making the nose tingle a bit. there is some sweet toffee/caramel to be had in the background, though not much.		T - wow, this is actually like biting into a huge dark chocolate espresso bean. that pretty much sums up the forward taste. the chocolate dominates over the bitterness of the coffee to note, and the alcohol taste comes out quite well once the brew has sat in my mouth for a small while. If the beer can get better then I am dumbfounded as to how, maybe it can actually give me some sort of sexual favor, or come with 20 bucks while it is at it, that would make it better, though not much else. the finish has some noticeable alcohol and bitterness of coffee like tendencies. I don't know how much more to complement this beer other than say it is amazing		MF&D - for how bold and big a body this beer is the viscosity could have been a bit thicker, this would have let me sip it rather than take mouth sized gulps. though this is certainly not one to chug. the drinkability is excellent in my view, though something thicker would have been more satisfying.";;;;;;;;;;
"Found for a reasonable price in an upscale Nashville, TN liquor shop, this attractive smoked imperial porter begins by pouring a deep black, with a sizeable tan head. Lovely, frilly, ornate lacing.		Nose says smoke, wood, dark fruit, and peat. Very malty, appealing, and complex.		Taste is at first woody and smoky, followed by more wood. This is a nicely hearty and potent brew, with the heavy flavor profile masking the high 9% alcohol content. Superb! And one I'd gladly pick up again.";;;;;;;;;;
"Appearance  Blacker than black with a very dark tan head that foamed up big and lasted forever, lacing the glass as it went down.		Smell  Big, very dark chocolate leads the way here followed by deep, roasted malts and fine espresso beans (not espresso but the raw, whole beans). Theres also a nice hop balance in there (citrus maybe) plus a soft sour tang.		Taste  Everything comes out beautifully at the taste. For all the big smells up front, this one is very even and balanced at the tongue. This is almost like a milkshake complete with cocoa and sweet chocolate, espresso (subdued from the nose), malt, and a very light, barely detectable sweet/sour note.		Mouthfeel  Smooth and chewy and medium in the body. This is a serious stout with a somewhat bitter finish.		Drinkability  One of the better stouts that Ive tasted from the NW. Most of them are pretty lame (Hales Pikop Andropov's almost made me vomit), but this one is the real deal.		Update  I rated this originally with a 2003 vintage so thought it would be run to take another look at it using an 04 bottle. It happily lost the slight sourness this time around and really is one of the better examples of the style brewed here in the PacNW.		Update  I had a 2005 vintage in May and found it to be very consistent. This is about as good as it gets here in Seattle, and this wonderfully brewery is just a few blocks from where I work.";;;;;;;;;;
Pours with a nice head that stuck around. The smell has lots of those typical BA stout smells - vanilla, chocolates, roasted malts, oak, alcohol. The taste follows those line with vanilla being the dominating note for me. The roasted malts and some mild bitterness and some coffee comes out nicely too. The mouthfeel is good, similar to BORIS and it finished with big roasty notes. Overall, just a well made ba ris. If you can get some you shouldn't be disappointed.;;;;;;;;;;
"This beer is very dark when poured into the glass. I used the side of the glass and ended up with about a 1/2-inch head, which I liked. It smelled smoky, and I was expecting a bit of smoke flavor, but I didn't realize how strong it was. Instantly I felt like I was by a campfire. This beer has a fairly alcoholic undertone, but it can be ignored easily. The mouthfeel is very thick and grainy, making this beer slightly harder to drink than something less flavorful.		All in all, the only problem is that it's such a treat that I couldn't see myself drinking a whole lot of it.";;;;;;;;;;
"I had the good luck of spending quality time on business last year in the Philly (PA) area not far from the Black Angus. I made the trip over to Stoudt's brewery for dinner at the Angus and was stunned by their Triple! Wow, what a taste treat. A golden (orange?)nectar with an aroma of fruit and spices that grabs your attention. I carried four 22oz bombers back with me the next day on my return flight to Chi-town. Wish I could get Stoudt products here in the Chicago area, but alas the don't distribute to Illinois.		The taste and mouthfeel are outstanding for a Belgium Triple, especially an American Belgium of this type. One bottle of this tasty treat will warm your spirits, a second will give you insight on Ben Franklin's quote about how beer is proof that God loves us. Stoudt's triple was an excellent, soul warming experience.";;;;;;;;;;
"An orange-tan colored beer, almost clear, not a lot of head but nice lacing. 		Definitely grapefruit hops, some sweetness, a little bit of fruits and malts.		Tastes quite good. Piney grapefruit hops are the dominant flavor. The malts make for a nice background along with a very nice rye flavor. Somewhat sweet but not too much. 		Feels very rich and thick, medium bodied with a pleasantly lingering bitterness that's not too overpowering. 		Very drinkable. My favorite from founder's so far.";;;;;;;;;;
Served a nice clear amber color with some white headskie on top. Alas, no pints allowed for an 8% beer? That's a strike against. Guess what... hoppy hop is in effect with a 120 ibu reported. Not perfectly balanced as one may expect from a dipa, but I think this works in its favor as this beer outperforms the regular IPA in my opinion. I'll have another.;;;;;;;;;;
"Which of these items don't belong to this beer? 10% ABV, Double IPA style, or 99 cents for a 12 ounce bottle? Actually, they all apply to the bottle I got at Vendome, which was in the markdown section for some reason. Never having a DIPA before, I took a flyer on this low-risk/ high reward brew. Let's get on to it:		A thick, compact head rises from the beer. It's hoppy alright, mixed with scents of piney tropical fruits. I was expected a blitz of hops in the taste, but it wasn't as intense as I was expecting. Flavors of orange, mango, sweet malts, and a hoppy finish dominate the taste. Despite a warm feeling from the 10% ABV which burned as it went through my chest, it was easy to drink for such a style. Because of that, keep track of how much you've had of this if you plan to operate machinery afterwards.";;;;;;;;;;
"This is a big black porter with a bit of off-white head. Holding it up to the light, there is just a tinge of crimson at the edges of the glass; the rest is black. The smell is just like an iced espresso. The taste was all deeply roasted malts, some bitterness and residual sweetness. Mouthfeel was thick and slightly silky. For such a big flavor, this remains very drinkable. An excellent porter.";;;;;;;;;;
Black with a small milk chocolate colored head that only endures for a few seconds before sounding retreat. Smells of big, rich roasted malts, very sweet, yet bitter at the same time. Somewhat smokey with some soft vanilla and black licorice notes as well. Very rich malt flavor as well. A little roasted malt bitterness with some coffee flavor and something reminiscient of oaky tannins that give a somewhat sour vanilla flavor as it warms. Very warming alcoholic finish. Very thick and viscous, drinks like a meal.;;;;;;;;;;
Enjoyed on tap at the brewpub. Solid porter with expresso coffee and above average mouthfeel. Bitterness without being mouth puckering. Very dark brown colour with tons of lace following through. Carbonation was right there. Chocolate stouty aroma, some licorice in the taste. Drying finish.;;;;;;;;;;
This beer is truly outstanding. It is somewhat light in flavor and flavored with coffee and smokiness. Delicious.;;Appearance is an inky dark with a fairly minimal dark head. Aroma is of coffee. Coffee notes permeate the taste along with a taste reminiscent of a Rauschbier. This beer feels good in the mouth and is wonderfully drinkable.;;;;;;;;
"Poured from a 22oz bomber into my Delirium Tremens snifter/tulip. Pours a heavely dark black with about a finger or two of medium tan head. Retention is a non-issue as it dissapates relatively quickly but settles to a nice creamy surface. Spotty but sticky lacing.		Aroma is a little weird. It reminds me of how Smuttynose Imperial Stout smells. It has a mild medicinal aroma. If you can get past that, there's some great coffee and chocolate notes. Wow, this beer smells thick! Is that possible?? I guuess I should add it's rather malty too, which isn't a bad thing.		Tastes a lot better than it smells! Very malty and thick, tons of heavy chocolate, oatmeal, and coffee notes. Carbonation is mild, great mouthfeel! Booze stands out well in the swallow. Has an extrememly tasty chocolate aftertaste! A very good stout!";;;;;;;;;;
"12 oz bought at Capones in Norristown. Poured into a pint glass.		Appearance: Finger tall white head above a golden/amber color. Streaming carbonation lets the foam hang on for a little while, but it slowly recedes to a thin layer. Leaves spotty lacing.		Smell: Floral hoppy aroma. Oily citrus, grapefruit and grassy aromas are most prevalent. Really a nice smelling beer, wish more had this aroma.		Taste: Bitterness up front gives way to a semi-oily grapefruit and lemon flavor that is very good. Bitterness returns in the middle and lasts through the finish with lingering grapefruit flavors on the tongue. Has some piney and grassy notes, but they're not very prevalent and only appear once the beer warms. Enough malt backbone to balance the bitterness, but the hops dominate.		Mouthfeel: Lingering bitterness with a bit of an oily feel after the finish. Medium carbonation that hits you just about everywhere. I'd say medium body, but certainly not challenging or filling.		Drinkability: Super beer. ABV is hidden well, maybe just a hint at the end once its warmer. A sixer wouldn't be an issue for me.		Despite my love for hops, I usually ignore a lot of harvest ales in favor of pumpkin ales. Glad I didn't overlook this one this year.";;;;;;;;;;
"Poured from a 22 oz. bottle into my Duvel tulip.		a - Pours a hazy dark orange-copper color with one finger of off white head and moderate carbonation evident. Light lacing left on the glass and an inch of head throughout drinking it.		s - Smells of spices, pumpkin, bready malts, light cinnamon, and light ginerbread. Pretty nice, and a little heavy on the spices. 		t - Tastes of spices, pumpkins, gingerbread, nutmeg, cinnamon, and bready malts. Again, heavy on spices, thought the gingerbread comes through a bit more than the nose. A small step up from the nose.		m - Medium body and moderate to high carbonation. Pretty easy to drink.		o - Overall a good pumpkin ale. Seemed a bit heavy on the spices, especially in the nose, but a good pumpkin ale. Very easy to drink and would like to have it again.";;;;;;;;;;
"This Nut Brown Ale is beautiful in appearance. Good clarity, as in not opaque, but translucent brown. A bit of head graced the initial pour, disseminating quickly into thin froth and ring lacing. Odors of puffed oats and brown sugar infuse the nose. Sugarsmacks?		Wheat germ and honey flavors combine with roasted malt and herbal touches of mild hops to create a delightful robust ale.		A thin to medium body allows for a rather enjoyable drinking experience. The ABV is not listed, but I would estimate right around 5%, making this Brown Ale a close second to its English counterparts.		Nice job BBC.";;;;;;;;;;
I was really impressed with this beer. Low carbonation for an ale which is fine. I can taste notes of caramel and cinnamon. This is truly a treat for the holidays. Overall I am pleased to have tried this beer as recommended by a friend. Drink On. HOG;;;;;;;;;;
"I could dring this beer all night.	Appearance: Clear Amber copper, with a 2"" off-white head.	Smell: Some hop bitterness, with a hint of sugary malt.	Taste: Not an overpowering hop or malt profile. Actually, somewhat bland, with some pine hops. biscuity malt starts to emerge as the beer warms 	Mouthfeel: Smooth. mildly carbonated.	Overall: You may call this beer boring. Nothing stands out, but nothing overpowers. Enjoyable beer for a fall afternoon watching some football.";;;;;;;;;;
"Chilled bottle into a glass. A generous extra from boatshoes. Thanks!		A: Pours a pitch black body with a nice finger of mocha head. That long-lastin', lace-leavin' sumbitch takes his sweet time before moseyin' off into the-... oh, sorry. Anyway, this beer is a reminder that dark beers can have a nice head. I think I'm grading too leniently on some stouts and porters that lose their foam immediately. 		T: Roasted malt and chocolate up front; this doesn't have that over-roasted, slightly burnt flavor I find off-putting in similar beers. Coffee grounds, a touch of anise and smoke. Slightly bitter cocoa. While this isn't a hoppy beer, it's evident that some earthy hops went into it. A very balanced, flavorful taste. I can't help but be thoroughly impressed. 		M: Founders typically does a good job with the mouthfeel. I'm surprised at how thick this beer feels for a relatively light ABV, but I suppose that attests to a nice presence of residual sugar. It certainly feels sweet and heavy, though not cloying. In fact, it finishes with a drying presence. 		D: An excellent example of a style that seems to be forgotten in favor of EXTREME!!! imperial porters with adjuncts. It's nice to revisit the basics. I think there are one or two I'd rank ahead of this one, but it's up there.";;;;;;;;;;
Aroma is absolutely heavenly - smoky with firm tones of quality coffee, molasses and sweet chocolate and a hint of licorice. It pours a deep, rich, warm opaque sable with a thick dark tan head that leaves some good lacing. Mouth filling flavor has a decided mocha core, quality coffee and chocolate plus licorice, molasses and even a bit of hoppy bitterness. Smooth flavor has a firm and biting fizz, and it leaves a smoky, slightly bitter, tingly finish. If ever you are in Oregon, grab a bottle - or better yet, grab two or three so you have something to trade.;;;;;;;;;;
"Pours very dark, near black with very little head to it, although what was there stuck around for the ride.		Smells fairly sweet of malts and a good amount of coffee (it's called Breakfast Stout for a reason). After warming a little some more hoppy smells begin to show themselves.		As with the smell the taste is fairly sweet with big malty and roasted flavors with the additional coffee and some chocolate. Again, as it warms the hops show up on the back end with a subtle bitterness that I found really enjoyable.		It is a thick beer that had just the right amount of carbonation and went down smoothly.		Overall, a very high quality stout.";;;;;;;;;;
Ruby brown. Generous off-white head receding to a big ring. Aroma is heavily smoky, youve got to like this aspect. Theres just tons of ham, bacon, pork. Its intensely meaty and feels like a meal in itself, very expressive and one that you can smell from far. In this ragard, this can do wonders as a welcome home beer or a barbecue apetizer. It remains rather sweet too with its maple suggestions, peppery and salty, theres even leather and woody flavours in there. This is pretty complex with tons of character. The oldest sharp smoked cheddar youll come across. Body is medium-thick, fulfilling with a bit above average carbonation. Mild bitterness in the finish balances from the rather sweet malts. Fantastic. Probably the smokiest beer on the planet and it will never get on your nerves. Actually, I wished some brewery would make something smokier and as pleasant than this, but this is an old mans daydream. Nevertheless, this remains the father of smoked beers and an experience to enjoy as often as possible. A truly unique product of great appeal.;;;;;;;;;;
"12 oz bottle into a tulip glass. 		Pours a crystal clear golden straw color with 2 1/2 fingers of brite-white head. Retains with nearly a 1/2 finger of smooth and creamy looking retention that has a fantastic flareup when swirled, leaving back some great looking spotty lacing that sticks like glue. The aroma is just LUSH smelling with tropical fruits like mango, pineapple, and grapefruit. There are also surrounding notes of floral, herbal, and spicy hops, as well as some additional sweet tones of bread and caramel in the nose. 		The taste is a spicy and tingling hop bitterness up front that is nicely balanced by fresh feeling citrus and bready caramel malt sweetness. Finshes very dry, bitter, and warming on the palette. The mouthfeel is medium bodied with an extremely smooth and creamy carbonation in the mouth and a nice feeling underlying slickness that helps this glide across the palette. Unfortunately, I'm also picking up a little too much of the nearly 10% ABV in this. It lessens somewhat as it warms but this combines with the present bitterness to give off a bit of a sting at times, which unfortunately hurt the drinkibility some for me. 		It's good to see Founders releasing a DIPA in bottles and this one brings the thunder, with a big time fresh tasting mix of hops and citrus. A touch too hot maybe but I still really enjoyed this. Another great beer from one of my favorite breweries.";;;;;;;;;;
"2009 vintage	This beer pours a pitch black with a two finger mininmum brown head tha slowly dissipates leaving some of the thickest lacing I have ever seen.	I smell a lot of coffee, chocolate, and some smoked malts.	Huge bitter chocolate, expresso and roasted malt flavor. A little smokey flavors as well and it all melds perfectly.	The lightest mouth feel of any stout like whip cream making me want drink after drink.";;;;;;;;;;
"Excellent porter.		Has a beautiful chocolate color with an awsome tan head. Smell of Nuts, chocolate, and fig are present. Has a very smooth cahracter when you taste it. Seems to age pretty well. My dad and I had a bottle that was a year old and it was excellent. 8.1% ABV is nice and it finishes well. Awsome job Poland.";;;;;;;;;;
"[thanks to JonD for the bottle]		Black with brown cap which stays as a small fuzz and pretty light lace. Aroma is huge coffee with some vodka and vanilla, overall very strong and wonderful. Flavor is again coffee, alcohol, and vanilla. It doesn't develop as much as I would like, but what it is is nice. Really like liquid dessert, reminds me a bit of tiramisu. Smooth as silk. Thankfully the bourbon notes are not over-the-top and actually complement the malt and hop flavors.		Very well done. From the name of this, I did not expect to enjoy it, but it must be a blend and not 100% from the wood. I wouldn't mind having one of these every so often as a nightcap.";;;;;;;;;;
"Pours a slightly hazy orangey brown color with a small wispy khaki colored head that settled into a sparse cap.		The aroma is nice and smokey. The smoke is not too overpowering and it brings some charred wood and meaty notes. I don't pick up much beyond the smoke.		The taste is sweet and smokey. Some light caramel, candied sweetness and light fruitiness from the malt. The smoke is rich and brings wonderful charred wood notes. A bit meaty. This is a good style to add the smoked malts.		The feel is moderate with tingly carbonation. It is quite sweet on the palate but the smoke provides an earthy offset. Despite the smoke, it drinks easy.		A nice smokey sweet brew. Not the most bockish dopplebock that I have had but the smoke makes the beer.";;;;;;;;;;
"11.2oz bottle into pils glass.	A: Strong and steady stream of carbonation. White head retreats quick and left is a small, and foamy layer. Body is a crisp golden yellow.	S: Nice bready aroma, with a nice interplay of hops and malts. 	T/M: The all around flavors make this a nice and complex lager. Great malty off flavors. On the front there is a crisp welcoming from the mouthfeel of sharp hops. The overall body is light, but holds long character.	D: This is a nice session lager, and a nice imported choice. Nothing crazy going on but could fall back to this one.";;;;;;;;;;
"12 oz bottle poured into pilsner flute		A - Pours a light orange color with a good one inch head that is slightly off white. Cathedral lacing is very nice.		S - Lots of hoppy pine flavor with some good citrus accompaniment. Slight grapefruit scent. A bit of caramel sugar to balance the bitter hops.		T - Starts with a touch of caramel sweetness before the bitter, flavorful hop explosion. Pine dominates, but grapefruit contributes. Very bitter and dry finish.		M - Very dry and bitter. Mild carbonation with a medium body. A bit chalky.		D - More piney and dry than many DIPA's, but that's not necessarily a bad thing. Kindof one-dimensional though. Decent alcohol content. The flavor doesn't get too old after 12 oz, but a bomber might be a chore to finish.";;;;;;;;;;
"A: Deep reddish purple. Nice fluffy head, with decent lacing. Head last's through out.		S: Ton's of tart and sweet raspberries. Some creamy notes show up behind the raspberry. A nice whiff of funk as well.		T: Upon first tasting you definetely get the tart raspberry, followed immediatley by sweet raspberries. There is some breadiness and a little funk in the taste. This is a fine tasting beer.		M:Fluffy/Chewy. Smooth and refreshing for a 9.5 abv brew. It really finishes great.		O: For a style that is growing on me this beer is definetely tops. This should be a must try on anyone's list who enjoy's or is looking to explore fruit beers.";;;;;;;;;;
12oz bottle poured into snifter;;a-jet black...khaki colored one finger head that fell very quickly..little lacing..small tight collar..no bubbles present through the oil;;s-coffee..bitter chocolate..no hops..roasty sweeness;;t-very coffee forward as expected....bitter chocolate..roastyness..some bitterness to pull it together...finishes dry and tanic;;m-thinner this year than last which surprised me give the look of it..a bit watery...carb is there in a good way which makes this beer stand up...very dry on the finish;;d-not as drinkable as last years but not hard to put away either..certainly palatable
"This was traded with a kind BA, in person during DLD 08. Unfortunately, I do not know his avatar.	Pappy Van Winkle barrel.		Nearly impenetrable black, frothy light tan head that dissipates rather fast, but leaves a lot of lacing on the sides of the glass. 	Aroma is a very nice, well balanced and complex mixture of vanilla, oak, bourbon, roasted malts, chocolate, coffee, and smoke. Not overly smoked as some have mentioned, but keep in mind I am a big fan of smoked beers, so it is never too much.	Medium bodied, a bit thinner than I would have liked, this being the only significant flaw, but not a major one.	Similar to the aroma, the flavors are a very nice, complex blend of bourbon, oakiness, roasted malts, vanilla, chocolate. 	A marked improvement over the original version, with a bit more body would make a spectacular beer. Too bad this specific barrel will not come around anymore.";;;;;;;;;;
"Filled my growler today with this amazing brew. According to Paul @ Calapooia, it's basically the RiverDog ESB, but aged in bourbon barrels that had previously held KringleKrack. 		From the growler it poured into my pint glass a hazy copper color, with a thick creamy head, good retention, heavy lacing. The aroma is amazing! Sweet bourboney(sp?) aroma, along with just the right amount of hops and a hefty malt sweetness. Taste is very true to style, lots of english style hops present. Very balanced flavor. Mouthfeel is very smooth and buttery. Drinkability? Very good. All the flavors and aroma go together so well, and the low abv make this a VERY sessionable brew. I could drink this all day long.";;;;;;;;;;
this is a benchmark pilsner. billowy, white two finger head that leaves a fair amount of lacing. it has a medium yellow color and is very effervescent. urquell smells a touch grainy and grassy. it tastes spicy, bitter, and sweet. this is one of the most drinkable beers around.;;;;;;;;;;
"A slightly hazy golden color with virtually no head. Very minor lacing.		A strong sweet citrus of apples, peaches, pears, and spices. Very pleasing.		Hops are a wonderful eclectic blend presenting a sudden blast of floral flavors and a somewhat toned down bitter spice. However, bitter flavor is perfectly balanced by a moderate malt backbone.		Mouthfeel is terrific - a viscous, thick bodied assault!		Drinkability is good too. Carbonation is not overwhelming by any means and the burning alcohol present in many hopped-up IPAs is pleasingly absent.		I certainly can't find much negative about this blend. I suppose the appearance is its weak point and I prefer a slightly more bitter flavor in an Imperial. Overall, an excellent brew.";;;;;;;;;;
"Pours a reddish orange body which has fine particulate suspended in it, kinda cool looking. Head is minimal which is what I would expect of the style and abv.		Wow what a nose on this one! Big bourbon, vanilla, candied orange, oak.		A carbon copy of the nose. The most interesting thing about the flavors on this one is how little sweetness there is which totally defies logic between the fact that it's a wheatwine and it was aged in maple syrup barrels.		Syrupy and viscous body with light and soft carbonation.		This is a very complex and unique beer. I'm amazed at how dry it finishes. Definitely a one done due to abv but nicely done Founder's.";;;;;;;;;;
"12oz (undated) bottle into a pint glass.		I really like the way this beer looks. It's a murky, chestnut brown with amber highlights. A 1 & 1/2 finger light cream head with a cinnamon colored swirl of sediment that rises to the top makes me wonder what I've gotten myself into. The head settles quickly, leaving mild lacing behind.		The nose is very nice. A very buttery toffee aroma hits first, along with a sweetness. Seems like a candied fig or date. As the beer warms, I pick up some smoky wood tones.		On the tongue, I'm tasting a sweet caramel/toffee, along with butter rum. The oak comes out a little more here as well. A decent hop balance here also, along with a nice warming alcohol kick.		For me, the mouthfeel is outstanding. Very smooth and creamy, medium full body with low carbonation. The hops are mild, but enough to provide just a little bite, and the finish is sweet and sticky.		I don't have much experience with this style, but I like this beer a lot. Layers of interesting flavors. I wouldn't expect anything less from Founders.";;;;;;;;;;
"A - Pours a fairly clear deep red-brown color (mahogany) with a finger of off-white head. The head faded fairly quickly to a nice ring on the glass and laced very nicely.		S - Very powerful and deep smokey (bourbon) aroma. Also some sweet elements from vanilla and carmel notes. There is also booze in the nose. Excellent aroma.		T - Starts off with some sweet carmel malts and a touch of the smokiness building in the background. Also the vanilla is also mixed in. In the middle the smoky flavor really jumps out. The finish has some more of the smokey/bourbon taste, the sweet malts, some dark fruit flavors, and some booze flavor, which all blend together and linger for a while. Excellent balance in the flavor.		M - Medium to medium-full bodied with moderate carbonation. Almost a bit think and creamy without being too viscous. The smokiness really coasts the mouth well. There is some nice alcohol sting on the tongue also.		D - Fairly drinkable. Knocking in at a relatively high 10.20 % abv, this is a fairly heavy beer and is best sipped. That being said, the booze flavors stay in check for high level and the flavor is just amazingly well balanced and complex. Excellent beer.";;;;;;;;;;
"wow, im impressed. this could be a stand by for me. i wish the taste had a bit more of the smell in it but the ships dont sing for alaska.		appearance - coal black and looking nice and thick on the pour. mocha colored head. almost two inches on a not so gentle pour. great lacing, sticking to the side of the glass as i drink.		smell - lots of vanilla, and really nice vanilla at that. oats and chocolate, dark chocolate that is. some other malts.		taste - vanilla is there, but not as nicely. oats come in stronger. chocolate is thin and other malts play bigger this round.		mouthfeel - a bit thin for an imperial oatmeal in my opinion. carbonation is great. this is the biggest let down of the almost perfect drink for me.";;;;;;;;;;
Appearance: clear golden yellow with some light orange colors mixing in. Spotty lace develops during the session.;;Smell: malt sweetness is all you can detect.;;Taste: thin malt profile with some grass and hints of fruit sweetness. Little bitterness. ;;Mouthfeel: lightly crisp from start to finish. Very short aftertaste. Lighter side of a mdeium bodied beer. ;;Drinkability: easy to quaff because it is thinner than other oktoberfests. But this beer doesn't excite you to drink more than one or two.;;
"Pours amber red with a medium sized whiteish head and little lacing. Fairy strong aroma of hoppy citrus and faint rye malt. 		Tastes of malty rye and spices up front that quickly melds into a nice hop bitterness with a nice creamy body. Strong aftertaste of rye, hops, and pine. 		I found this to be quite drinkable and really enjoyed the quick transition on the palate from this one, as it made it for a quite interesting and ejoyable beer.";;;;;;;;;;
"OK, so this was my first wheatwine tasting so it was hard to have anything to compare it to, but either way it was a great beer, not that I expected any different from Founders.	A-A hazy golden orange, light head, with legs	S-Fruity light oaky bourbon smell	T-Wow! definite malt upfront, with some fruit, sizurp, bourbon flavor on the end of the palate, a hint of hop, just barely.	M-Med-Full bodied, carbonation was a medium, made the beer quite refreshing.	D-The only hint of the high ABV was during exhalations after the first few sips, but dang it was good. 		I wish this was readily available later in the year, I would love sucking this down out on the screened porch all spring and summer long.	Slainte";;;;;;;;;;
"22 oz bottle, 8.6% abv. Pours a nice ruby color. Thin white head disappears immediately. A couple spots of lace. 		A nice ginger and cinnamon aroma. Some caramel malt. Very nice spices here. 		Caramel malt up front. Fair amount of sweetness. Long lingering gingerbread flavor. Some cinnamon sugar flavor with a bit of floral hop bitterness at the end. Very nice. 		Medium body, good carbonation. Alcohol is pretty well hidden. This has a very nice Christmas cookie feel to it.";;;;;;;;;;
"12oz bottle poured into a pint glass.		A - Pours a dark brown with a thin tan head. Some slight lacing left on the glass.		S - Malty, bread, slight hops.		T - Bitter chocolate, heavy roasted malts.		D - Low carbonation, heavier body, some hop bitterness.		O - Sweeter, but different. Malty with some hidden hop bitterness.";;;;;;;;;;
"oh man, seeing that A+ average is daunting to start a review! i hope my tastes can manage such high standards! (only kidding)		im usually not crazy about reviewing the beers that i drink, i enjoy them much more when i simply take my time, and pay attention as i please. but after sipping this for over an hour (a couple bottles) i feel compelled to write something about it.		its 2009 vintage		a. super dark, barely a dark red tinge around the edge of the glass when held up to light. a rich dark brown head is agitated with the pour and raises between one and two fingers width. settles gently with a thin line of lace and maintains a partial head through the entire session. in general, it looks very very appealing as a stout, the heaviness though is slightly unappealing, in terms of the weight of the head and its inability to persist. it gets sucked into the dark depths of the brew. ominous.		s. smell is overall bourbony, but very intricately composed of sweet chocolatey and malty fringes. its not alcohol im smelling, its bourbon barrels. the chocolate vibe is more of an atmosphere surrounding the more pungent bourbon aroma. 		t. i like the use of the bitterness here, it attacks bitterly at first. the bitterness opens the door so to speak for the bourbon to introduce itself midpalate. the end is very gentle, simple, fulfilling chocolate. lingering aftertaste is coffee grounds and faint reminiscence of the alcohol and barrel and toasted baked goods. really nice.		m. very smooth at first, silky. then the carbonation pops up and settles dry, but not too dry, but it leaves a heavy coating of KBS in its wake.		d. very very very very lots of ""very""'s drinkable. its just overall so enjoyable and pleasant that there's no trouble at all taking down a couple bottles, as im doing. there's nothing difficult about it, its pleasant (instead of pungent, strong, intense...), and to me, that's the main appeal.";;;;;;;;;;
"Draft at Gourmet Haus Staudt in Redwood City, served in a stein.		A - Very dark brown in color with a fairly large off-white head.		S - Caramel, roast, and dark fruits. Somewhat sweet.		T - Lots of caramel malt, chocolate, roast, molasses, toffee, raisins and other dark fruits. Sweet but not overly so for the style, and well-balanced.		M - Palate medium-full and very smooth.		D - This was a surprisingly awesome doppelbock and never got to be too much. Drinkability was good.";;;;;;;;;;
Got a can of Caldera Pale Ale from a neighbor that collects cans, but did not really like the beer. You have to love a nice pale ale in a can. The beer is a cloudy yellow with a nice head that fell after a couple of minutes. The smell is very malty for a APA and has a nice hint of floral hops. The taste is very well balance between malt and hops. Not overly bitter or hoppy, but right on for a pale ale. This a a very good interpretation of the style and unique with the nice malt presence. Mouthfeel is on the medium side and the drinkability is good a well. This woould make a very good session beer if it were regularly available to me. I would definitely recommend this beer if you are looking for an above average pale ale.;;;;;;;;;;
"A bottle from '09		A-Deep rich black, not much head but what is there is a deep brown. It wants to leave some lacing behind but just can't.		S-Mainly chocolate, some roasted malt and even some alcohol.		T-Roasted malt. More coffee than in the nose. Chocolate is present. Even going on three years old bitterness is present. Coffee and chocolate blend well together.		M-Medium bodied, thick but not much carbonation.		O-A wonderful beer, now I'm going to have to hunt down a fresh version of this beer in January.";;;;;;;;;;
"Had this on tap at a special tasting.		A- Pours a deep black color with a thin mocha head that leaves some mild lacing.		S- Huge aroma of roasted malt and bourbon. Vanilla bean and oak scents blast through and can be smelled even across the room!		T- Big rush of bourbon initially which mellows into a combination of vanilla, oak, and bittersweet chocolate flavors. Roasted malt and coffee in the finish. The bourbon and alcohol are both apparent but not bothersome. 		M- Big and full bodied. Low carbonation with a lingering roasted/vanilla bourbon aftertaste.		D- Overall a huge brew with a nice bourbon flavor that wasn't over done.";;;;;;;;;;
Drank a bottle of this, dated from December, decanted into my KBS glass (holla!). Pours an opaque brownish-black. The slightest hint of head. Head is off-white. Aromas of coffee and chocolate. Tastes of espresso, dark chocolate. Strong malty center with a bitter finish (again the dark chocolate). Medium thickness to it. This is an excellent drinkable porter. Dynamic aromas and flavors, without that hard, watery bitterness that comes with a lot of porters.;;;;;;;;;;
"Paid $1.70 for a single at Ludlow Wines in Clifton...		The beer pours a clear golden base, decent sized head, good retention and no lacing on the glass. The aroma is banana heavy with other notes of wheat and clove/cardamom.		The taste is refreshing during the summer-time, low carbonation, very crisp with little aftertaste; tastes just like it smells. Excellent feeling in the mouth and yes, session, a great session beer!		Final Thought: Solid offering as usual from Stoudt's, but I was hoping they would try an mimic a Bavarian hefeweizen over this unique brew... oh well, it works!";;;;;;;;;;
A - Pours a cloudy dark yellow with hints of gold. Got about a half inch of head. Retention was good. Lacing was good.;;S - Primary aroma is citrus hops. That is followed by a combonation of citrus hops and citrus hops. The smell is also close to that of opening up a bag of fresh hops. In the background there is also a honey aroma.;;T - There is an abundant citrus hop flavor balanced with a good bitterness. The malt base is a little thin giving the hops a big upper hand in the flavor (it is an APA so I can't fault it in the respect). There is a nice touch of alcohol in the distant background of the flavor profile. ;;M - This one is medium bodied with pretty good carbonation. Finishes really bitter and dry. ;;D - This is a good beer that is very drinkable. The big flavor assaults the taste buds so my limit would be one per sitting.;;
